lang,tag,key,value,title,tgroup,has_templ,parsed,redirect_target,description,image,osmcarto_rendering,on_node,on_way,on_area,on_relation,tags_implies,tags_combination,tags_linked,status,approval_status,statuslink,wikidata
en,roof:material,roof:material,,Key:roof:material,buildings,1,1,,Outer material for the building roof.,File:Roof-Tile-3149.jpg,,0,0,1,0,,"building:material,roof:shape","building,building:material,building:part,location=roof,material,roof:colour,roof:material,roof:shape",t,de facto,,
en,roof:orientation,roof:orientation,,Key:roof:orientation,buildings,1,1,,Orientation of the roof surface(s) as the direction of the roof ridge.,File:2014 Obercarsdorf Dorfstraße 24.jpg,,0,0,1,0,,"roof:angle,roof:height,roof:shape","building,building:part,roof:angle,roof:direction,roof:height,roof:ridge,roof:shape",t,de facto,,
en,roof:shape,roof:shape,,Key:roof:shape,buildings,1,1,,Roof shape type,File:Marienkapelle und Wohnhaus (Schafhausermühle).jpg,,1,0,1,0,,"roof:colour,roof:material","building,building:part,roof:colour,roof:material,roof:shape",t,de facto,,
en,rooms,rooms,,Key:rooms,properties,1,1,,Amount of rooms available for guests,"File:Hobbs's architecture- containing designs and ground plans for villas, cottages and other edifices, both suburban and rural, adapted to the United States. With rules for criticism, and introduction (14589729948).jpg",,1,0,1,0,,"amenity=hospital,beds,tourism=apartment,tourism=chalet,tourism=guest_house,tourism=hotel","amenity=hospital,beds,capacity,rooms,tourism=apartment,tourism=chalet,tourism=guest_house,tourism=hotel,tourism=motel",t,de facto,,
en,rotor:diameter,rotor:diameter,,Key:rotor:diameter,power,1,1,,Rotor diameter of a wind turbine,File:Windmill D1 (Thornton Bank).jpg,,1,0,0,0,,generator:source=wind,generator:source=wind,t,de facto,,
en,route,route,,Key:route,routes,1,1,,"A customary or regular line of passage or travel, often predetermined and publicized",,,0,1,0,1,,,"access,route,route=bicycle,route=ferry,route=foot,route=horse,route=piste,route=railway,route=tracks,type=route",t,de facto,,
en,route_marker,route_marker,,Key:route_marker,tourism,1,1,,To depict what kind of tag:information=route_marker it is.,File:Marked trail pole.jpeg,,1,0,0,0,,guide_type,"bicycle=yes,guide_type,guidepost,hiking=yes,information=route_marker,material=concrete,material=metal,material=wood,mtb=yes,route_marker,route_marker=bicycle,route_marker=hiking,support=pole,tourism=information",t,de facto,,
en,rubber_tires,rubber_tires,,Key:rubber_tires,railways,1,1,,Whether the track supports rubber-tyred trains,,,0,1,0,1,,railway=subway,"railway,railway=subway",t,de facto,,
en,rungs,rungs,,Key:rungs,,1,1,,Rungs as safety measures in alpine hiking paths,File:Step1.jpg,,1,1,0,0,wheelchair=no,"height,highway=path,sac_scale","height,highway=path,highway=via_ferrata,ladder,rungs=8,rungs=yes,sac_scale,safety_rope,wheelchair=no",t,approved,Proposal:Safety measures on hiking trails,
en,sac_scale,sac_scale,,Key:sac_scale,properties,1,1,,A difficulty rating scheme for hiking trails.,File:SAC SCALE T6.jpg,,0,1,0,0,foot=yes,"highway=footway,highway=path,highway=track,incline,mtb:scale,surface,trail_visibility,width","assisted_trail,climbing:grade:uiaa,foot=yes,highway=footway,highway=path,highway=track,incline,incline=up/down,mtb:scale,sac_scale,surface,trail_visibility,width",t,approved,Approved features/Hiking,
en,safety_rope,safety_rope,,Key:safety_rope,hiking,1,1,,Rope as safety measures in alpine hiking paths,File:Rope2.jpg,,1,1,0,0,wheelchair=no,"height,highway=path,length,sac_scale","height,highway=path,ladder,length,rungs,sac_scale,safety_rope=4,safety_rope=yes,wheelchair=no",t,approved,Proposed_features/Safety_measures_on_hiking_trails,
en,salt,salt,,Key:salt,properties,1,1,,Indicates whether water is salty.,"File:Dead Sea, Jordanian Shore.jpg",,0,1,1,1,,"landuse=salt_pond,natural=water,tidal,water=lagoon,water=lake,waterway","landuse=salt_pond,name=Dead Sea,natural=water,salt,salt=no,salt=yes,shop=tobacco,tidal,water,water=lagoon,water=lake,waterway",t,approved,Proposal:Water details,
en,sanitary_dump_station,sanitary_dump_station,,Key:sanitary_dump_station,,1,1,,Added to locations (such a marina or motel) that offer toilet holding tank emptying services.,File:Dumping-RV-Waste-Tanks.jpg,,1,0,1,1,,sanitary_dump_station:fee=yes/no,"amenity=sanitary_dump_station,sanitary_dump_station:fee=yes/no,sanitary_dump_station=yes/no/customers,tourism=camp_site,tourism=caravan_site",t,approved,Proposal:Sanitary Dump Station,
en,sauna,sauna,,Key:sauna,properties,1,1,,"Type of sauna, or availability of the sauna at the premises.",File:A Sauna in Munich - 0909.jpg,,1,0,1,1,,leisure=sauna,"capacity,description,leisure=hot_tub,leisure=sauna,leisure=swimming_pool,sauna,sauna:fuel,sauna:heating,sauna:temperature,sauna:water:description,sauna=aroma,sauna=dry,sauna=hanjeungmak,sauna=hot,sauna=infrared,sauna=smoke,sauna=steam,sauna=yes",t,approved,Proposal:Sauna_type,
en,sauna:fuel,sauna:fuel,,Key:sauna:fuel,leisure,1,1,,,,,1,0,1,1,,sauna,"sauna,sauna:fuel,sauna:fuel=electricity,sauna:fuel=gas,sauna:fuel=wood",t,approved,Proposal:Sauna type,
en,sauna:heating,sauna:heating,,Key:sauna:heating,leisure,1,1,,,,,1,0,1,1,,sauna,"sauna,sauna:heating,sauna:heating=continuous,sauna:heating=once",t,approved,Proposal:Sauna type,
en,sauna:temperature,sauna:temperature,,Key:sauna:temperature,leisure,1,1,,,,,1,0,1,1,,sauna,"sauna,sauna:temperature",t,approved,Proposal:Sauna type,
en,sauna:water:description,sauna:water:description,,Key:sauna:water:description,leisure,1,1,,,,,1,0,1,1,,sauna,"sauna,sauna:heating",t,approved,Proposal:Sauna type,
en,school_bus,school_bus,,Key:school_bus,restrictions,1,1,,Legal access restrictions for school buses,File:Thomas School Bus Bus.jpg,,1,1,1,1,,,"access,access=no,bus,school_bus,school_bus=designated,school_bus=no,school_bus=yes",t,de facto,,
en,screen,screen,,Key:screen,properties,1,1,,Describes the number of screens in a venue,File:Football match in cinema.jpg,,1,1,1,0,,,"amenity=cinema,amenity=pub,man_made=video_wall,screen",t,de facto,,
en,sculpture_type,sculpture_type,,Key:sculpture_type,tourism,1,1,,Describes the type of a sculpture.,"File:Locking Piece by Henry Moore. Millbank, London.jpg",,1,1,1,0,,,"artwork_subject=sheela-na-gig,artwork_type,artwork_type=bust,artwork_type=relief,artwork_type=sculpture,historic=memorial,material,memorial=bust,sculpture,sculpture:type,tourism=artwork",t,de facto,,
en,seamark:beacon_cardinal:colour,seamark:beacon_cardinal:colour,,Key:seamark:beacon_cardinal:colour,marine navigation,1,1,,The colour of a Cardinal Beacon (BCNCAR),File:Beacon Cardinal.png,,1,0,0,0,,,"seamark:beacon_cardinal:colour=black;yellow,seamark:beacon_cardinal:colour=black;yellow;black,seamark:beacon_cardinal:colour=yellow;black,seamark:beacon_cardinal:colour=yellow;black;yellow,seamark:beacon_cardinal:colour_pattern=horizontal,seamark:type=beacon_cardinal",t,de facto,,
en,seamark:beacon_cardinal:shape,seamark:beacon_cardinal:shape,,Key:seamark:beacon_cardinal:shape,marine navigation,1,1,,The shape of a Cardinal Beacon (BCNCAR),,,1,0,0,0,,,"seamark:beacon_cardinal:shape=pile,seamark:beacon_cardinal:shape=tower,seamark:type=beacon_cardinal",t,de facto,,
en,seamark:beacon_isolated_danger:colour,seamark:beacon_isolated_danger:colour,,Key:seamark:beacon_isolated_danger:colour,marine navigation,1,1,,The colour of an Isolated Danger Beacon (BCNISD),File:Beacon Isolated Danger.png,,1,0,0,0,,,"seamark:beacon_isolated_danger:colour=black;red;black,seamark:beacon_isolated_danger:colour_pattern=horizontal,seamark:type=beacon_isolated_danger",t,de facto,,
en,seamark:beacon_isolated_danger:shape,seamark:beacon_isolated_danger:shape,,Key:seamark:beacon_isolated_danger:shape,marine navigation,1,1,,The shape of an Isolated Danger Beacon,,,1,0,0,0,,,"seamark:beacon_isolated_danger:shape=pile,seamark:beacon_isolated_danger:shape=stake,seamark:beacon_isolated_danger:shape=tower,seamark:type=beacon_isolated_danger",t,de facto,,
en,seamark:beacon_lateral:category,seamark:beacon_lateral:category,,Key:seamark:beacon_lateral:category,marine navigation,1,1,,The category of a Lateral Beacon,,,1,0,0,0,,,seamark:type=beacon_lateral,t,de facto,,
en,seamark:beacon_lateral:colour,seamark:beacon_lateral:colour,,Key:seamark:beacon_lateral:colour,marine navigation,1,1,,The colour of a Lateral Beacon (BCNLAT),,,1,0,0,0,,,"seamark:beacon_lateral:colour=green,seamark:beacon_lateral:colour=green;white;green;white,seamark:beacon_lateral:colour=grey,seamark:beacon_lateral:colour=red,seamark:beacon_lateral:colour=red;white;red;white,seamark:beacon_lateral:colour_pattern=horizontal,seamark:type=beacon_lateral",t,de facto,,
en,seamark:beacon_lateral:reflectivity,seamark:beacon_lateral:reflectivity,,Key:seamark:beacon_lateral:reflectivity,marine navigation,1,1,,Radar reflectivity,,,1,0,0,0,,,"seamark:beacon_lateral:reflectivity=conspicuous,seamark:beacon_lateral:reflectivity=not_conspicuous,seamark:beacon_lateral:reflectivity=reflector",t,de facto,,
en,seamark:beacon_lateral:shape,seamark:beacon_lateral:shape,,Key:seamark:beacon_lateral:shape,marine navigation,1,1,,The shape of a Lateral Beacon,,,1,0,0,0,,,seamark:type=beacon_lateral,t,de facto,,
en,seamark:beacon_safe_water:colour,seamark:beacon_safe_water:colour,,Key:seamark:beacon_safe_water:colour,marine navigation,1,1,,Colour of safe water beacons,File:Beacon Safe Water.png,,1,0,0,0,,,"seamark:beacon_safe_water:colour=red;white,seamark:beacon_safe_water:colour_pattern=vertical,seamark:type=beacon_safe_water",t,de facto,,
en,seamark:beacon_special_purpose:category,seamark:beacon_special_purpose:category,,Key:seamark:beacon_special_purpose:category,marine navigation,1,1,,The category of a Special Purpose Beacon,,,1,0,0,0,,,"seamark:beacon_special_purpose:category=cable,seamark:beacon_special_purpose:category=foul_ground,seamark:beacon_special_purpose:category=leading,seamark:beacon_special_purpose:category=no_entry,seamark:beacon_special_purpose:category=warning,seamark:type=beacon_special_purpose",t,de facto,,
en,seamark:beacon_special_purpose:height,seamark:beacon_special_purpose:height,,Key:seamark:beacon_special_purpose:height,marine navigation,1,1,,The height of a Special Purpose Beacon,,,1,0,0,0,,,"seamark:beacon_special_purpose:height=5,seamark:type=beacon_special_purpose",t,de facto,,
en,seamark:beacon_special_purpose:shape,seamark:beacon_special_purpose:shape,,Key:seamark:beacon_special_purpose:shape,marine navigation,1,1,,Shape of special purpose beacons,,,1,0,0,0,,,"seamark:beacon_special_purpose:shape=cairn,seamark:beacon_special_purpose:shape=lattice,seamark:beacon_special_purpose:shape=pile,seamark:beacon_special_purpose:shape=stake,seamark:beacon_special_purpose:shape=tower,seamark:type=beacon_special_purpose",t,de facto,,
en,seamark:buoy_cardinal:category,seamark:buoy_cardinal:category,,Key:seamark:buoy_cardinal:category,marine navigation,1,1,,Categories of buoy cardinal,,,1,0,0,0,,,"seamark:buoy_cardinal:category=east,seamark:buoy_cardinal:category=north,seamark:buoy_cardinal:category=south,seamark:buoy_cardinal:category=west,seamark:type=buoy_cardinal",t,de facto,,
en,seamark:buoy_cardinal:colour,seamark:buoy_cardinal:colour,,Key:seamark:buoy_cardinal:colour,marine navigation,1,1,,Colour of cardinal buoys,File:Buoy Cardinal.png,,1,0,0,0,,,"seamark:buoy_cardinal:colour=black;yellow,seamark:buoy_cardinal:colour=black;yellow;black,seamark:buoy_cardinal:colour=yellow;black,seamark:buoy_cardinal:colour=yellow;black;yellow,seamark:buoy_cardinal:colour_pattern=horizontal,seamark:type=buoy_cardinal",t,de facto,,
en,seamark:buoy_cardinal:shape,seamark:buoy_cardinal:shape,,Key:seamark:buoy_cardinal:shape,marine navigation,1,1,,Shape of cardinal buoys,,,1,0,0,0,,,"seamark:buoy_cardinal:shape=pillar,seamark:buoy_cardinal:shape=spar,seamark:type=buoy_cardinal",t,de facto,,
en,seamark:buoy_isolated_danger:colour,seamark:buoy_isolated_danger:colour,,Key:seamark:buoy_isolated_danger:colour,marine navigation,1,1,,Colour of buoys isolated danger,File:Buoy Isolated Danger.png,,1,0,0,0,,,"seamark:buoy_isolated_danger:colour=black;red;black,seamark:buoy_isolated_danger:colour_pattern=horizontal,seamark:type=buoy_isolated_danger",t,de facto,,
en,seamark:buoy_lateral:category,seamark:buoy_lateral:category,,Key:seamark:buoy_lateral:category,marine navigation,1,1,,Categorys buoys lateral,File:Buoy Lateral.png,,1,0,0,0,,,seamark:type=buoy_lateral,t,de facto,,
en,seamark:buoy_lateral:colour,seamark:buoy_lateral:colour,,Key:seamark:buoy_lateral:colour,marine navigation,1,1,,Lateral buoys colour,,,1,0,0,0,,,"seamark:buoy_cardinal:colour,seamark:buoy_isolated_danger:colour,seamark:buoy_lateral:category,seamark:buoy_lateral:category=bridge_pier,seamark:buoy_lateral:category=channel_left,seamark:buoy_lateral:category=channel_right,seamark:buoy_lateral:category=channel_separation,seamark:buoy_lateral:category=danger_left,seamark:buoy_lateral:category=danger_right,seamark:buoy_lateral:category=port,seamark:buoy_lateral:category=preferred_channel_port,seamark:buoy_lateral:category=preferred_channel_starboard,seamark:buoy_lateral:category=starboard,seamark:buoy_lateral:category=turnoff_left,seamark:buoy_lateral:category=turnoff_right,seamark:buoy_lateral:category=waterway_left,seamark:buoy_lateral:category=waterway_right,seamark:buoy_lateral:category=waterway_separation,seamark:buoy_lateral:colour_pattern=horizontal,seamark:buoy_safe_water:colour,seamark:buoy_special_purpose:colour,seamark:type=buoy_lateral",t,de facto,,
en,seamark:buoy_lateral:reflectivity,seamark:buoy_lateral:reflectivity,,Key:seamark:buoy_lateral:reflectivity,marine navigation,1,1,,Radar reflectivity,,,1,0,0,0,,,"seamark:buoy_lateral:reflectivity=conspicuous,seamark:buoy_lateral:reflectivity=not_conspicuous,seamark:buoy_lateral:reflectivity=reflector",t,de facto,,
en,seamark:buoy_lateral:shape,seamark:buoy_lateral:shape,,Key:seamark:buoy_lateral:shape,marine navigation,1,1,,Lateral buoys shape,,,1,0,0,0,,,,t,de facto,,
en,seamark:buoy_lateral:system,seamark:buoy_lateral:system,,Key:seamark:buoy_lateral:system,marine navigation,1,1,,Lateral system,,,1,0,0,0,,,"seamark:buoy_lateral:system=iala-a,seamark:buoy_lateral:system=iala-b",t,de facto,,
en,seamark:buoy_safe_water:colour,seamark:buoy_safe_water:colour,,Key:seamark:buoy_safe_water:colour,marine navigation,1,1,,Colour of safe water buoys,File:Buoy Safe Water.png,,1,0,0,0,,,"seamark:buoy_safe_water:colour=red;white,seamark:buoy_safe_water:colour_pattern=vertical,seamark:type=buoy_safe_water",t,de facto,,
en,seamark:buoy_special_purpose:category,seamark:buoy_special_purpose:category,,Key:seamark:buoy_special_purpose:category,marine navigation,1,1,,The category of a special purpose buoy,,,1,0,0,0,,,"seamark:buoy_special_purpose:category=mooring,seamark:buoy_special_purpose:category=no_entry,seamark:buoy_special_purpose:category=odas,seamark:buoy_special_purpose:category=recreation_zone,seamark:buoy_special_purpose:category=warning,seamark:buoy_special_purpose:category=yachting,seamark:type=buoy_special_purpose",t,de facto,,
en,seamark:buoy_special_purpose:colour,seamark:buoy_special_purpose:colour,,Key:seamark:buoy_special_purpose:colour,marine navigation,1,1,,Colour of special purpose buoys,File:Buoy Special Purpose.png,,1,0,0,0,,,"seamark:buoy_special_purpose:colour=yellow,seamark:type=buoy_special_purpose",t,de facto,,
en,seamark:buoy_special_purpose:shape,seamark:buoy_special_purpose:shape,,Key:seamark:buoy_special_purpose:shape,marine navigation,1,1,,Shape of special purpose buoys,,,1,0,0,0,,,"seamark:buoy_special_purpose:shape=barrel,seamark:buoy_special_purpose:shape=pillar,seamark:buoy_special_purpose:shape=spar,seamark:type=buoy_special_purpose",t,de facto,,
en,seamark:cable_submarine:category,seamark:cable_submarine:category,,Key:seamark:cable_submarine:category,maritime,1,1,,Categories of submarine cable,,,0,1,0,0,,,"seamark:cable_overhead:category,seamark:type=cable_submarine,seamark:type=pipeline_submarine",t,de facto,,
en,seamark:crane:category,seamark:crane:category,,Key:seamark:crane:category,maritime,1,1,,Classification of machines used for hoisting and moving heavy objects.,,,1,0,1,0,,,seamark:type=crane,t,de facto,,
en,seamark:distance_mark:category,seamark:distance_mark:category,,Key:seamark:distance_mark:category,marine navigation,1,1,,Categories of distance marks,,,1,0,0,0,,,"seamark:distance_mark:category=board,seamark:distance_mark:category=not_installed,seamark:type=distance_mark",t,de facto,,
en,seamark:distance_mark:units,seamark:distance_mark:units,,Key:seamark:distance_mark:units,marine navigation,1,1,,The distance measured from an origin on a waterway.,,,1,0,0,0,,,"seamark:distance_mark:category=not_installed,seamark:distance_mark:distance,seamark:distance_mark:units,seamark:distance_mark:units=hectometres,seamark:distance_mark:units=kilometres,seamark:type=distance_mark",t,de facto,,
en,seamark:fog_signal:category,seamark:fog_signal:category,,Key:seamark:fog_signal:category,marine navigation,1,1,,Categorys of fog signal,File:FogSignal.png,,1,0,0,0,,"seamark:fog_signal:group,seamark:fog_signal:period","seamark:fog_signal:frequency,seamark:fog_signal:generation,seamark:fog_signal:group,seamark:fog_signal:period,seamark:fog_signal:range,seamark:fog_signal:sequence,seamark:type=buoy_cardinal,seamark:type=buoy_isolated_danger,seamark:type=buoy_lateral,seamark:type=buoy_safe_water,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:fog_signal:group,seamark:fog_signal:group,,Key:seamark:fog_signal:group,marine navigation,1,1,,Groups of fog signal,File:FogSignal.png,,1,0,0,0,,"seamark:fog_signal:category,seamark:fog_signal:period","seamark:fog_signal:category,seamark:fog_signal:frequency,seamark:fog_signal:generation,seamark:fog_signal:group,seamark:fog_signal:period,seamark:fog_signal:range,seamark:fog_signal:sequence,seamark:type=buoy_cardinal,seamark:type=buoy_isolated_danger,seamark:type=buoy_lateral,seamark:type=buoy_safe_water,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:fog_signal:period,seamark:fog_signal:period,,Key:seamark:fog_signal:period,marine navigation,1,1,,Period of fog signal,File:FogSignal.png,,1,0,0,0,,"seamark:fog_signal:group,seamark:fog_signal:sequence","seamark:fog_signal:category,seamark:fog_signal:frequency,seamark:fog_signal:generation,seamark:fog_signal:group,seamark:fog_signal:range,seamark:fog_signal:sequence,seamark:type=buoy_cardinal,seamark:type=buoy_isolated_danger,seamark:type=buoy_lateral,seamark:type=buoy_safe_water,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:fog_signal:range,seamark:fog_signal:range,,Key:seamark:fog_signal:range,marine navigation,1,1,,Maximum range of fog signal,File:FogSignal.png,,1,0,0,0,,"seamark:fog_signal:group,seamark:fog_signal:sequence","seamark:fog_signal:category,seamark:fog_signal:frequency,seamark:fog_signal:generation,seamark:fog_signal:group,seamark:fog_signal:period,seamark:fog_signal:sequence,seamark:type=buoy_cardinal,seamark:type=buoy_isolated_danger,seamark:type=buoy_lateral,seamark:type=buoy_safe_water,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:harbour:category,seamark:harbour:category,,Key:seamark:harbour:category,marine navigation,1,1,,Harbour categories,,,1,0,1,0,,,seamark:type=harbour,t,de facto,,
en,seamark:landmark:category,seamark:landmark:category,,Key:seamark:landmark:category,marine navigation,1,1,,Landmark Categories,,,1,0,1,0,,,"seamark:landmark:category=cairn,seamark:landmark:category=chimney,seamark:landmark:category=cross,seamark:landmark:category=dish_aerial,seamark:landmark:category=flagstaff,seamark:landmark:category=mast,seamark:landmark:category=monument,seamark:landmark:category=spire,seamark:landmark:category=tower,seamark:landmark:category=windmotor,seamark:landmark:category=windsock,seamark:type=landmark",t,de facto,,
en,seamark:landmark:function,seamark:landmark:function,,Key:seamark:landmark:function,marine navigation,1,1,,Landmark function,,,1,0,1,0,,,seamark:type=landmark,t,de facto,,
en,seamark:light:1:category,seamark:light:1:category,,Key:seamark:light:1:category,marine navigation,1,1,,Categorys of lights,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:1:character,seamark:light:1:character,,Key:seamark:light:1:character,marine navigation,1,1,,Rhythm of light,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:light:1:character,seamark:light:2:character,seamark:light:3:character,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:1:colour,seamark:light:1:colour,,Key:seamark:light:1:colour,marine navigation,1,1,,Colours of lights,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:light:1:colour,seamark:light:2:colour,seamark:light:3:colour,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:1:exhibition,seamark:light:1:exhibition,,Key:seamark:light:1:exhibition,marine navigation,1,1,,Shows what time the light is on,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:light:1:exhibition,seamark:light:1:exhibition=24h,seamark:light:1:exhibition=night,seamark:light:2:exhibition,seamark:light:3:exhibition,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:1:group,seamark:light:1:group,,Key:seamark:light:1:group,marine navigation,1,1,,The number of flashes,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:light:1:group,seamark:light:1:group=2,seamark:light:2:group,seamark:light:3:group,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:1:height,seamark:light:1:height,,Key:seamark:light:1:height,marine navigation,1,1,,The height of the light in meter,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:light:1:height,seamark:light:1:height=6,seamark:light:2:height,seamark:light:3:height,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:1:orientation,seamark:light:1:orientation,,Key:seamark:light:1:orientation,marine navigation,1,1,,Orientation of light sector in degrees,,,1,0,0,0,,seamark:type=light_minor,"seamark:light:1:orientation,seamark:light:1:orientation=278.3,seamark:light:2:orientation,seamark:light:3:orientation,seamark:type=light_minor",t,de facto,,
en,seamark:light:1:period,seamark:light:1:period,,Key:seamark:light:1:period,marine navigation,1,1,,The period of light,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:light:1:period,seamark:light:1:period=6,seamark:light:2:period,seamark:light:3:period,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:1:range,seamark:light:1:range,,Key:seamark:light:1:range,marine navigation,1,1,,The nominal range at which the light can be seen in nautical miles.,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:light:1:range,seamark:light:1:range=3,seamark:light:2:range,seamark:light:3:range,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:1:sector_end,seamark:light:1:sector_end,,Key:seamark:light:1:sector_end,marine navigation,1,1,,End of light sector in degrees,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:light:1:sector_end,seamark:light:1:sector_end=120,seamark:light:1:sector_start=90,seamark:light:2:sector_end,seamark:light:3:sector_end,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:1:sector_start,seamark:light:1:sector_start,,Key:seamark:light:1:sector_start,marine navigation,1,1,,Start of light sector in degrees,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:light:1:sector_end=120,seamark:light:1:sector_start,seamark:light:1:sector_start=90,seamark:light:2:sector_start,seamark:light:3:sector_start,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:1:sequence,seamark:light:1:sequence,,Key:seamark:light:1:sequence,marine navigation,1,1,,The sequence of times occupied by intervals of light,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:light:1:sequence,seamark:light:1:sequence=5+1,seamark:light:2:sequence,seamark:light:3:sequence,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:1:visibility,seamark:light:1:visibility,,Key:seamark:light:1:visibility,marine navigation,1,1,,Shows the visibility of light.,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:light:1:visibility,seamark:light:2:visibility,seamark:light:3:visibility,seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:category,seamark:light:category,,Key:seamark:light:category,marine navigation,1,1,,Categorys of lights,,,1,0,0,0,,"seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel","seamark:type=light_float,seamark:type=light_major,seamark:type=light_minor,seamark:type=light_vessel",t,de facto,,
en,seamark:light:character,seamark:light:character,,Key:seamark:light:character,marine navigation,1,1,,Character of lights,,,1,0,0,0,,,seamark:light:1:character,t,de facto,,
en,seamark:light:colour,seamark:light:colour,,Key:seamark:light:colour,marine navigation,1,1,,Colours of lights,,,1,0,0,0,,"seamark:type=buoy_cardinal,seamark:type=buoy_lateral,seamark:type=buoy_safe_water,seamark:type=buoy_special_purpose","seamark:light:1:colour,seamark:type=buoy_cardinal,seamark:type=buoy_lateral,seamark:type=buoy_safe_water,seamark:type=buoy_special_purpose",t,de facto,,
en,seamark:light:exhibition,seamark:light:exhibition,,Key:seamark:light:exhibition,marine navigation,1,1,,Light Exhibition Conditions,,,1,0,0,0,,,,t,de facto,,
en,seamark:light_float:colour,seamark:light_float:colour,,Key:seamark:light_float:colour,marine navigation,1,1,,Colours of light floats,,,1,0,0,0,,seamark:type=light_float,seamark:type=light_float,t,de facto,,
en,seamark:marine_farm:category,seamark:marine_farm:category,,Key:seamark:marine_farm:category,maritime,1,1,,Classification of an marine farm,,,1,0,1,0,,,seamark:type=marine_farm,t,de facto,,
en,seamark:mooring:shape,seamark:mooring:shape,,Key:seamark:mooring:shape,marine navigation,1,1,,The mooring shape,File:Boue amarrage.jpg,,1,0,0,0,,,"seamark:mooring:category=buoy,seamark:mooring:colour,seamark:mooring:shape=can,seamark:mooring:shape=spherical,seamark:type=mooring",t,de facto,,
en,seamark:notice:addition,seamark:notice:addition,,Key:seamark:notice:addition,marine navigation,1,1,,Shape and position of an additional board on a notice mark.,,,1,0,0,0,,,seamark:type=notice,t,de facto,,
en,seamark:notice:function,seamark:notice:function,,Key:seamark:notice:function,marine navigation,1,1,,Notice function,,,1,0,0,0,,,"seamark:notice:function=information,seamark:notice:function=prohibition,seamark:notice:function=recommendation,seamark:notice:function=regulation,seamark:notice:function=restriction,seamark:type=notice",t,de facto,,
en,seamark:notice:impact,seamark:notice:impact,,Key:seamark:notice:impact,marine navigation,1,1,,Direction of Impact,,,1,0,0,0,,,"seamark:notice:category,seamark:notice:function=information,seamark:notice:impact=downstream,seamark:notice:impact=left_bank,seamark:notice:impact=right_bank,seamark:notice:impact=to_harbour,seamark:notice:impact=upstream,seamark:type=notice",t,de facto,,
